id,system,sector,region,grid,grid_col,grid_row
sw-05306,Stalimur,Tion Hegemony,Outer Rim Territories,S-6,S,6
sw-05307,Stalsinek,Hapes Cluster,Inner Rim,O-9,O,9
sw-05308,StarForge Nebula,Ado,Mid Rim,M-17,M,17
sw-05309,Starlag,Hevvrol,Mid Rim,O-15,O,15
sw-05310,Starlyte Station,Ado,Mid Rim,M-17,M,17
sw-05311,Starport Borgo,Oricho,Outer Rim Territories,M-6,M,6
sw-05312,StarStation 12,,Wild Space,O-20,O,20
sw-05313,Starswarm Cluster,Koros,Deep Core,L-10,L,10
sw-05314,Stassia,,Deep Core,L-10,L,10
sw-05315,Station 88,Vorc,Mid Rim,J-7,J,7
sw-05316,Station Zeta,,Inner Rim,K-14,K,14
sw-05317,Steelious,,Core Worlds,K-13,K,13
sw-05318,Steergard,Thesme,Outer Rim Territories,O-6,O,6
sw-05319,Stellan,Hunnoverrs,Outer Rim Territories,R-16,R,16
sw-05320,Stend,Juris,Outer Rim Territories,P-17,P,17
sw-05321,Stennaros,Har Worlds (Stennes),Expansion Region,K-16,K,16
sw-05322,Stenness,Airon,Inner Rim,O-10,O,10
sw-05323,Stenos,Spadja,Outer Rim Territories,R-5,R,5
sw-05324,Stensen's Colony,Stensen,Outer Rim Territories,I-16,I,16
sw-05325,Sterdic,Ryndellian,Mid Rim,P-17,P,17
sw-05326,Stewjon,,Deep Core,M-10,M,10
sw-05327,Stic,Xappyh,Outer Rim Territories,Q-3,Q,3
sw-05328,Stieg,Calaron,Outer Rim Territories,T-9,T,9
sw-05329,Stivic,Garwian Unity*,Unknown Regions,D-8,D,8
sw-05330,Stobar,Boeus,Expansion Region,M-15,M,15
sw-05331,Stoga,Bitrose,Outer Rim Territories,T-17,T,17
sw-05332,Storinal,Noonian,Outer Rim Territories,N-6,N,6
sw-05333,Storthus,Churba,Mid Rim,P-15,P,15
sw-05334,Stovax,,Core Worlds,J-10,J,10
sw-05335,Strata,,Inner Rim,L-8,L,8
sw-05336,Stribos,,Core Worlds,M-10,M,10
sw-05337,Strokill Prime,Calamari,Outer Rim Territories,U-6,U,6
sw-05338,Stygeon,Nuiri,Outer Rim Territories,Q-6,Q,6
sw-05339,Stygian Caldera,Esstran (Sith Worlds),Outer Rim Territories,R-5,R,5
sw-05340,Stygmarn,Bri'ahl,Outer Rim Territories,I-17,I,17
sw-05341,Stylar Nebula,Corva,Outer Rim Territories,P-4,P,4
sw-05342,Styx,Baxel,Outer Rim Territories,U-11,U,11
sw-05343,Suarbi,Quence,Outer Rim Territories,O-19,O,19
sw-05344,Suba,Atravis,Outer Rim Territories,L-19,L,19
sw-05345,Subterrel,Subterrel,Outer Rim Territories,L-20,L,20
sw-05346,Sucharme,Grohl,Outer Rim Territories,R-15,R,15
sw-05347,Sufezz,Jubilar,Outer Rim Territories,T-8,T,8
sw-05348,Suhuurmin,Quence,Outer Rim Territories,P-18,P,18
sw-05349,Sukkult,,Inner Rim,L-14,L,14
sw-05350,Suliana,Senex,Mid Rim,L-18,L,18
sw-05351,Sulloria,Svivreni,Outer Rim Territories,O-19,O,19
sw-05352,Sullust,Brema,Outer Rim Territories,M-17,M,17
sw-05353,Sulorine,Suolriep,Outer Rim Territories,S-7,S,7
sw-05354,Sumarin,Abrion,Outer Rim Territories,S-15,S,15
sw-05355,Sumitra,Sumitra,Expansion Region,N-7,N,7
sw-05356,Sump,Koradin,Outer Rim Territories,I-18,I,18
sw-05357,Sunaj,Videnda,Outer Rim Territories,L-18,L,18
sw-05358,"Sundered Veil, The",Phelleem,Outer Rim Territories,S-7,S,7
sw-05359,Sunin,Tharin,Outer Rim Territories,S-8,S,8
sw-05360,Sunrise,,Unknown Regions,F-7,F,7
sw-05361,Sunshi,Rseik,Outer Rim Territories,N-20,N,20
sw-05362,Suntilla,,Colonies,N-12,N,12
sw-05363,Suolriep,Suolriep,Outer Rim Territories,S-8,S,8
sw-05364,Suraz,Kalamith (Mirrin),Outer Rim Territories,P-5,P,5
sw-05365,Surcaris,Trans-Vulta,Mid Rim,O-7,O,7
sw-05366,Surd Nebula,Atravis,Outer Rim Territories,L-19,L,19
sw-05367,Surdapan Station,Ojoster,Mid Rim,N-7,N,7
sw-05368,Suria,Kira,Expansion Region,N-16,N,16
sw-05369,Surrakea,Terr'skiar,Mid Rim,P-10,P,10
sw-05370,Surron,Surron,Expansion Region,O-13,O,13
sw-05371,Suurja,Ojoster,Outer Rim Territories,N-7,N,7
sw-05372,Sva'leer,Corva,Outer Rim Territories,P-3,P,3
sw-05373,Svaaha,,Core Worlds,K-9,K,9
sw-05374,Svivren,Svivreni,Outer Rim Territories,O-19,O,19
sw-05375,Svolten,Esstran (Sith Worlds),Outer Rim Territories,R-4,R,4
sw-05376,Swarquen,Videnda,Outer Rim Territories,M-18,M,18
sw-05377,Swedlan,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-05378,Swellen,Airam,Outer Rim Territories,L-20,L,20
sw-05379,Switchmount,Gendius,Mid Rim,J-17,J,17
sw-05380,Sy Myrth,Jospro,Outer Rim Territories,S-7,S,7
sw-05381,Syboona,Danjar,Outer Rim Territories,N-18,N,18
sw-05382,Symbia,Koros,Deep Core,K-10,K,10
sw-05383,Syndaar,Thrasybule,Outer Rim Territories,P-6,P,6
sw-05384,Syned,Grumani,Outer Rim Territories,N-17,N,17
sw-05385,Syngia,Sertar,Outer Rim Territories,R-5,R,5
sw-05386,Syni,,Wild Space,P-19,P,19
sw-05387,Synistahg,Lothal,Outer Rim Territories,U-7,U,7
sw-05388,Synjax,Maldrood,Mid Rim,R-7,R,7
sw-05389,Syruss,Pakuuni,Outer Rim Territories,T-5,T,5
sw-05390,Syvris,Al'Nasrl,Outer Rim Territories,T-13,T,13
sw-05391,T'olan,Tiala,Mid Rim,K-7,K,7
sw-05392,T'surr,Nuon e Safyd,Expansion Region,P-12,P,12
sw-05393,Taanab,,Inner Rim,O-8,O,8
sw-05394,Tabiid,Perkell,Mid Rim,Q-7,Q,7
sw-05395,Taboon,Airon,Inner Rim,O-10,O,10
sw-05396,Taborin,Mayagil,Outer Rim Territories,M-18,M,18
sw-05397,Tah'Nuhna,Haserian,Mid Rim,Q-14,Q,14
sw-05398,Tahina,Chorlian,Outer Rim Territories,R-4,R,4
sw-05399,Tahlboor,Thanium,Outer Rim Territories,R-5,R,5
sw-05400,Tais Brabbo,Shadola,Outer Rim Territories,U-8,U,8
sw-05401,Taka Shier,Tharin,Outer Rim Territories,S-8,S,8
sw-05402,Takobo,Noonian,Outer Rim Territories,N-6,N,6
sw-05403,Takodana,Tashtor,Mid Rim,J-16,J,16
sw-05404,Tal Nami,,Hutt Space,R-9,R,9
sw-05405,Tal Pi,D'Astan,Outer Rim Territories,P-5,P,5
sw-05406,Tala,,Inner Rim,N-9,N,9
sw-05407,Talasea,Morobe,Colonies,N-11,N,11
sw-05408,Talay,Dufilvian,Mid Rim,Q-16,Q,16
sw-05409,Talcene,Talcene,Mid Rim,Q-8,Q,8
sw-05410,Talcharaim,Hapes Cluster,Inner Rim,O-9,O,9
sw-05411,Talcim Cluster,Cegul,Outer Rim Territories,M-20,M,20
sw-05412,Taldorrah,Baroli,Expansion Region,N-14,N,14
sw-05413,Taldot,Taldot,Mid Rim,Q-9,Q,9
sw-05414,Talesia,Sarka,Mid Rim,Q-8,Q,8
sw-05415,Talfaglio,Corellian,Core Worlds,M-11,M,11
sw-05416,Talhovi,Juvex,Mid Rim,L-18,L,18
sw-05417,Talir,Tharin (Karstaxon),Outer Rim Territories,S-8,S,8
sw-05418,Talivar,Chorlian,Outer Rim Territories,S-4,S,4
sw-05419,Tallaan,Tapani,Colonies,L-13,L,13
sw-05420,Tallaso,D'Aelgoth,Mid Rim,K-17,K,17
sw-05421,Tallek,Dalicron,Outer Rim Territories,K-19,K,19
sw-05422,Tallia,,Core Worlds,K-10,K,10
sw-05423,Talofan,Bajic,Outer Rim Territories,P-18,P,18
sw-05424,Talor,Varada,Outer Rim Territories,H-19,H,19
sw-05425,Taloraan,,Expansion Region,I-15,I,15
sw-05426,Taloron,,Wild Space,I-6,I,6
sw-05427,Talpiddi,Koradin,Outer Rim Territories,I-18,I,18
sw-05428,Talravin,,Core Worlds,M-10,M,10
sw-05429,Talrezan,Tandon,Mid Rim,Q-14,Q,14
sw-05430,Talu,Ojoster,Outer Rim Territories,N-7,N,7
sw-05431,Talvaria,Phelleem,Outer Rim Territories,S-7,S,7
sw-05432,Tamazall,Boeus,Expansion Region,M-15,M,15
sw-05433,Tamban,,Core Worlds,K-10,K,10
sw-05434,Tamber,Tapani,Colonies,L-13,L,13
sw-05435,Tamboon,Tungra,Outer Rim Territories,K-19,K,19
sw-05436,Tambor Station,Belasco,Expansion Region,P-11,P,11
sw-05437,Tammar,Tharin,Outer Rim Territories,T-8,T,8
sw-05438,Tammuz-an,Tammuz,Outer Rim Territories,T-14,T,14
sw-05439,Tamra,Tolonda,Outer Rim Territories,Q-17,Q,17
sw-05440,Tamsye Prime,Thanium,Outer Rim Territories,R-5,R,5
sw-05441,Tanalorr,Varada,Outer Rim Territories,H-19,H,19
sw-05442,Tanaria,Esuain,Mid Rim,P-7,P,7
sw-05443,Tancon,Koradin,Outer Rim Territories,J-18,J,18
sw-05444,Tanda,Tapani,Colonies,L-13,L,13
sw-05445,Tandankin,Spadja,Outer Rim Territories,R-6,R,6
sw-05446,Tandgor,Sertar,Outer Rim Territories,R-5,R,5
sw-05447,Tandhor,Kwymar,Outer Rim Territories,P-4,P,4
sw-05448,Tandis,,Inner Rim,N-8,N,8
sw-05449,Tandun,Kalamith,Outer Rim Territories,P-5,P,5
sw-05450,Tangar,Fath,Outer Rim Territories,K-6,K,6
sw-05451,Tangenine,Tangenine,Core Worlds,M-12,M,12
sw-05452,Tanger,Tapani,Colonies,L-13,L,13
sw-05453,Tangrada-Nii,,Core Worlds,K-13,K,13
sw-05454,Tangrene,Morshdine,Outer Rim Territories,O-4,O,4
sw-05455,Tanis,Atravis,Outer Rim Territories,L-19,L,19
sw-05456,Tanjay,,Core Worlds,K-9,K,9
sw-05457,Tanquilla Beach,Kathol,Outer Rim Territories,M-21,M,21
sw-05458,Tansyl,Iskin,Mid Rim,O-16,O,16
sw-05459,Tanta Aurek,Grumani,Outer Rim Territories,M-17,M,17
sw-05460,Tanta Besh,Grumani,Outer Rim Territories,M-17,M,17
sw-05461,Tantajo,Halori,Mid Rim,P-7,P,7
sw-05462,Tantara,,Inner Rim,K-8,K,8
sw-05463,Tanthior,Corellian,Core Worlds,M-11,M,11
sw-05464,Tantiss Station,Dalonbian,Outer Rim Territories,M-3,M,3
sw-05465,Tantive,Kwymar,Outer Rim Territories,Q-4,Q,4
sw-05466,Tanto Winn,Alui,Mid Rim,O-17,O,17
sw-05467,Tantra,Tantra,Outer Rim Territories,M-19,M,19
sw-05468,Tantsor,,Unknown Regions,I-5,I,5
sw-05469,Tanya,Tapani,Colonies,L-13,L,13
sw-05470,Tanzis,Tapani,Colonies,L-13,L,13
sw-05471,Tao-Grant,Manda,Mid Rim,R-15,R,15
sw-05472,Tar Morden,Vensensor,Expansion Region,K-16,K,16
sw-05473,Tarabba Prime,Tarabba,Outer Rim Territories,M-19,M,19
sw-05474,Taral,Calamari,Outer Rim Territories,U-7,U,7
sw-05475,Taraloon,Surron,Expansion Region,O-13,O,13
sw-05476,Taratos,,Inner Rim,J-14,J,14
sw-05477,Tarawa,Steniplis,Outer Rim Territories,L-19,L,19
sw-05478,Tarchalia,Luuq,Mid Rim,L-7,L,7
sw-05479,Targappia,,Colonies,N-12,N,12
sw-05480,Targarth,Corosi,Outer Rim Territories,M-6,M,6
sw-05481,Targonn,,Outer Rim Territories,U-7,U,7
sw-05482,Tarhassan,Harron,Expansion Region,O-11,O,11
sw-05483,Taria,Lifh,Mid Rim,R-8,R,8
sw-05484,Taris,Ojoster (Taris),Outer Rim Territories,N-7,N,7
sw-05485,Tarivo,Lantillian,Mid Rim,P-9,P,9
sw-05486,Tarkenia,Karthakk,Outer Rim Territories,Q-17,Q,17
sw-05487,Tarlandia,,Core Worlds,L-9,L,9
sw-05488,Tarmidia,Kailion,Expansion Region,O-13,O,13
sw-05489,Tarn,Doldur,Mid Rim,P-15,P,15
sw-05490,Tarnith,Ojoster,Outer Rim Territories,N-7,N,7
sw-05491,Tarnoonga,Arkanis,Outer Rim Territories,R-17,R,17
sw-05492,Tarolax,Jidlor Marches,Mid Rim,I-15,I,15
sw-05493,Taronda,Corbett,Mid Rim,I-17,I,17
sw-05494,Taroon,Rseik,Outer Rim Territories,N-20,N,20
sw-05495,Tarsa,D'Aelgoth,Mid Rim,L-17,L,17
sw-05496,Tarshan,Maerdocian,Mid Rim,Q-12,Q,12
sw-05497,Tarsunt,Bothan,Mid Rim,R-14,R,14
sw-05498,Tartaglia,Hollan,Mid Rim,M-7,M,7
sw-05499,Tartaria,Alderaan,Core Worlds,M-10,M,10
sw-05500,Tas-La,,Hutt Space,S-9,S,9
sw-05501,Tasariq,,Inner Rim,J-14,J,14
sw-05502,Tascollan Nebula,Abrion,Outer Rim Territories,S-15,S,15
sw-05503,Tashtor Seneca,Tashtor,Mid Rim,J-16,J,16
sw-05504,Taskeed,Tharin,Outer Rim Territories,S-7,S,7
sw-05505,Taspir,Dynali,Outer Rim Territories,J-3,J,3
sw-05506,Tasrin,,Colonies,N-10,N,10
sw-05507,Tassahondee Station,Parmel,Outer Rim Territories,O-18,O,18
sw-05508,Tassar,D'Astan,Outer Rim Territories,P-5,P,5
sw-05509,Tassio Moon,Kuat,Core Worlds,M-10,M,10
sw-05510,Tastiged,Oricho,Outer Rim Territories,M-6,M,6
sw-05511,Tatooine,Arkanis,Outer Rim Territories,R-16,R,16
sw-05512,Tauber,Jaso,Inner Rim,L-14,L,14
sw-05513,Tavitz,Tapani,Colonies,L-13,L,13
sw-05514,Tavya,Tapani,Colonies,L-13,L,13
sw-05515,Taw Provode,Nuiri,Outer Rim Territories,Q-6,Q,6
sw-05516,Tawl,Tungra,Outer Rim Territories,K-18,K,18
sw-05517,Tay'ah'loo,Elbaran,Mid Rim,J-17,J,17
sw-05518,Tazan,Merthian,Expansion Region,N-13,N,13
sw-05519,Tcoleet,,Colonies,N-10,N,10
sw-05520,TD-10036-EM-1271,Montitian Grant,Expansion Region,J-15,J,15
sw-05521,Te Hasa,Veragi (Gree Enclave),Outer Rim Territories,K-2,K,2
sw-05522,Teagan,Kwymar,Outer Rim Territories,Q-4,Q,4
sw-05523,Teardrop,Shelsha,Colonies,M-9,M,9
sw-05524,Tebru,Juris,Outer Rim Territories,P-17,P,17
sw-05525,Tedel,Ehosiq,Expansion Region,L-8,L,8
sw-05526,Tedonia,Khuiumin,Outer Rim Territories,O-18,O,18
sw-05527,Teedio,Auril,Outer Rim Territories,R-7,R,7
sw-05528,Teevan,Kalamith,Outer Rim Territories,P-5,P,5
sw-05529,Tefau,Suolriep,Outer Rim Territories,S-9,S,9
sw-05530,Tegrat,Koradin,Outer Rim Territories,J-18,J,18
sw-05531,Teh'Jar,Minos Cluster,Outer Rim Territories,M-20,M,20
sw-05532,Tehar,,Mid Rim,I-7,I,7
sw-05533,Tei-Untis,,Core Worlds,K-10,K,10
sw-05534,Teirasa,Iskin,Mid Rim,O-16,O,16
sw-05535,Teklos,,Inner Rim,L-14,L,14
sw-05536,Tekurr'k,Senex,Mid Rim,L-18,L,18
sw-05537,Tel,Halthor,Outer Rim Territories,L-6,L,6
sw-05538,Tel Minor,Brak,Expansion Region,O-14,O,14
sw-05539,Telanka,Svivreni,Outer Rim Territories,O-19,O,19
sw-05540,Telaris,Pakuuni,Outer Rim Territories,T-6,T,6
sw-05541,Telepan,,Core Worlds,M-11,M,11
sw-05542,Telerath,,Inner Rim,N-7,N,7
sw-05543,Teljkon,Kossa,Expansion Region,O-11,O,11
sw-05544,Telkadis,Greater Plooriod,Expansion Region,M-7,M,7
sw-05545,Telkur Station,Hapes Cluster,Inner Rim,O-9,O,9
sw-05546,Tellanada,Bruanii,Mid Rim,K-18,K,18
sw-05547,Tellanroaeg,Gaulus,Outer Rim Territories,S-17,S,17
sw-05548,Tellik,,Inner Rim,N-7,N,7
sw-05549,Tellivar,,Colonies,M-9,M,9
sw-05550,Teloc Ol-sen,Eclorar,Mid Rim,Q-12,Q,12
sw-05551,Telos,Kwymar,Outer Rim Territories,Q-4,Q,4
sw-05552,Telti,,Inner Rim,N-10,N,10
sw-05553,Temako,Antemeridian,Outer Rim Territories,R-7,R,7
sw-05554,Temesher,Lantillian,Mid Rim,P-9,P,9
sw-05555,Tempes,Atravis,Outer Rim Territories,L-20,L,20
sw-05556,Tenara,Gordian Reach,Outer Rim Territories,Q-6,Q,6
sw-05557,Tendo,Quess,Mid Rim,N-17,N,17
sw-05558,Tenoo,Bri'ahl,Outer Rim Territories,I-17,I,17
sw-05559,Tensor,,Core Worlds,M-10,M,10
sw-05560,Tentator,,Colonies,L-9,L,9
sw-05561,Tentraxis,,Inner Rim,N-9,N,9
sw-05562,Tentrix,Baroli,Expansion Region,N-15,N,15
sw-05563,Tenupe,,Wild Space,I-8,I,8
sw-05564,Tepasi,Tagge Space,Core Worlds,L-9,L,9
sw-05565,Teptixii,,Unknown Regions,I-4,I,4
sw-05566,Ter Abbes,Locris,Expansion Region,O-8,O,8
sw-05567,Teralov,Ash Worlds,Outer Rim Territories,T-6,T,6
sw-05568,Terephon,Hapes Cluster,Inner Rim,O-9,O,9
sw-05569,Teres Lutha Minor,Farrfin,Core Worlds,K-9,K,9
sw-05570,Tergamenion,Grumani,Outer Rim Territories,M-17,M,17
sw-05571,Teriq Noi,Trailing Grant,Expansion Region,J-15,J,15
sw-05572,Terman,Tharin (Periphery),Outer Rim Territories,S-8,S,8
sw-05573,Terminus,Kallea,Outer Rim Territories,K-20,K,20
sw-05574,Ternin,Alchenaut,Expansion Region,L-16,L,16
sw-05575,Terr'skiar,Terr'skiar,Mid Rim,P-10,P,10
sw-05576,Terra Sool,Immeria,Expansion Region,O-14,O,14
sw-05577,TerraAsta,,Colonies,L-9,L,9
sw-05578,Terrelia,,Inner Rim,L-14,L,14
sw-05579,Terrijo,Venzeiia,Expansion Region,O-12,O,12
sw-05580,Tertiary Feswe,Gordian Reach,Outer Rim Territories,P-6,P,6
sw-05581,Tertiary Fujar,Tamarin,Outer Rim Territories,N-19,N,19
sw-05582,Tertiary Kesmere,Raioballo,Outer Rim Territories,L-4,L,4
sw-05583,Tertiary Usaita,,Inner Rim,M-13,M,13
sw-05584,Tervissis,Sertar,Outer Rim Territories,R-5,R,5
sw-05585,Tessen,Phelleem,Outer Rim Territories,S-7,S,7
sw-05586,Teth,Baxel,Outer Rim Territories,U-12,U,12
sw-05587,Tetso,,Core Worlds,M-10,M,10
sw-05588,Tevel,Prefsbelt,Outer Rim Territories,J-5,J,5
sw-05589,Tevraki,,Colonies,N-9,N,9
sw-05590,Teya,Lostar,Expansion Region,M-7,M,7
sw-05591,Teyr,,Colonies,L-13,L,13
sw-05592,Th'irus,,Wild Space,S-4,S,4
sw-05593,Thabeska,Morshdine,Outer Rim Territories,O-5,O,5
sw-05594,Thabit,,Inner Rim,M-14,M,14
sw-05595,Thaere,Thaere,Expansion Region,O-14,O,14
sw-05596,Thairwsthis,M'shinni,Mid Rim,M-7,M,7
sw-05597,Thakwaa,Tunka,Outer Rim Territories,I-19,I,19
sw-05598,Thalassia,Meram,Outer Rim Territories,P-4,P,4
sw-05599,Thaldo,Graador,Mid Rim,J-17,J,17
sw-05600,Thandon Nebula,Corporate Sector,Outer Rim Territories,S-3,S,3
sw-05601,Thandruss,Thand,Expansion Region,J-15,J,15
sw-05602,Thanium,Thanium,Outer Rim Territories,R-6,R,6
sw-05603,Thannt,Ryndellian,Mid Rim,O-17,O,17
sw-05604,Thanta Zilbra,Xappyh,Outer Rim Territories,Q-3,Q,3
sw-05605,Thape,Lambda,Mid Rim,Q-15,Q,15
sw-05606,Tharados,Onatos,Mid Rim,R-15,R,15
sw-05607,Tharkos,Thanium,Outer Rim Territories,R-6,R,6
sw-05608,Tharl,Zuma (Sugai),Outer Rim Territories,H-16,H,16
sw-05609,Tharnaka,Seitia,Outer Rim Territories,K-19,K,19
sw-05610,Thassalia,Albanin,Outer Rim Territories,U-12,U,12
sw-05611,Thaylia,Sprizen,Outer Rim Territories,N-5,N,5
sw-05612,Theal,,Mid Rim,J-15,J,15
sw-05613,Thearterra,Chiss Space*,Unknown Regions,E-8,E,8
sw-05614,Thebeon,,Core Worlds,K-12,K,12
sw-05615,Thedavio,,Expansion Region,I-8,I,8
sw-05616,Thela,Aparo,Outer Rim Territories,R-4,R,4
sw-05617,Themis,,Inner Rim,L-15,L,15
sw-05618,Thennqor,Sarka,Mid Rim,Q-8,Q,8
sw-05619,Therenor,Doldur,Mid Rim,P-15,P,15
sw-05620,Thermon,Juvex,Mid Rim,L-17,L,17
sw-05621,Theron,Vilonis,Mid Rim,O-16,O,16
sw-05622,Theros Major,Hollan,Mid Rim,M-7,M,7
sw-05623,Theselon,Hapes Cluster,Inner Rim,O-9,O,9
sw-05624,Thesme,Thesme,Outer Rim Territories,O-5,O,5
sw-05625,Thession,Bortele,Mid Rim,S-8,S,8
sw-05626,Thiafeña,Mulgard,Mid Rim,N-16,N,16
sw-05627,Thila,Illisurevimurasi,Outer Rim Territories,Q-4,Q,4
sw-05628,Thisspias,Farstey,Expansion Region,O-8,O,8
sw-05629,Thixia,Alderaan,Core Worlds,M-10,M,10
sw-05630,Thoadeye,,Deep Core,M-11,M,11
sw-05631,Thobek,Farlax,Core Worlds,K-10,K,10
sw-05632,Thodia,Perkell,Mid Rim,Q-7,Q,7
sw-05633,Thokos,,Core Worlds,L-9,L,9
sw-05634,Thokosia,Maerdocian,Mid Rim,Q-13,Q,13
sw-05635,Tholatin,Mytaranor,Mid Rim,P-10,P,10
sw-05636,Tholaz,Farlax,Core Worlds,K-10,K,10
sw-05637,Tholian,Meram,Outer Rim Territories,P-4,P,4
sw-05638,Tholon,,Wild Space,H-17,H,17
sw-05639,Tholoth,,Colonies,N-12,N,12
sw-05640,Thomork,,Core Worlds,L-12,L,12
sw-05641,Thomquizzar,Meerian,Outer Rim Territories,O-6,O,6
sw-05642,ThonBoka Nebula,Centrality,Outer Rim Territories,U-8,U,8
sw-05643,Thonner,Zuma (Moddell),Outer Rim Territories,H-16,H,16
sw-05644,Thoran,Bothan,Mid Rim,R-14,R,14
sw-05645,Thorat,Galov,Outer Rim Territories,T-14,T,14
sw-05646,Thorgeld,,Core Worlds,L-9,L,9
sw-05647,Thornhedge Nebula,Terr'skiar,Mid Rim,P-10,P,10
sw-05648,Thorsgild,Meerian,Outer Rim Territories,N-7,N,7
sw-05649,Thorum,Vendusii,Mid Rim,P-16,P,16
sw-05650,Thory Prime,Thory,Mid Rim,K-7,K,7
sw-05651,Thosa,Wyl,Outer Rim Territories,R-4,R,4
sw-05652,Thousand Moons,Circarpous,Expansion Region,O-12,O,12
sw-05653,Thovinack,Kanz,Outer Rim Territories,N-4,N,4
sw-05654,Thracior,,Core Worlds,K-12,K,12
sw-05655,Thrad,Phelleem,Outer Rim Territories,S-7,S,7
sw-05656,Thrago,Chiss Space*,Unknown Regions,H-8,H,8
sw-05657,Thraisai,,Wild Space,U-9,U,9
sw-05658,Thrakia,Hapes Cluster,Inner Rim,O-9,O,9
sw-05659,Thrantin,Ollonir Boundaries,Colonies,J-9,J,9
sw-05660,Threfal,Iska,Mid Rim,J-16,J,16
sw-05661,Threndria,Yminis,Outer Rim Territories,S-15,S,15
sw-05662,Thrinittik,,Colonies,L-8,L,8
sw-05663,Throffdon,,Inner Rim,J-9,J,9
sw-05664,Throova,,Colonies,M-12,M,12
sw-05665,Thrugii,Kibilini,Outer Rim Territories,Q-17,Q,17
sw-05666,Thrynka,Dohlbani,Mid Rim,R-14,R,14
sw-05667,Thule,Esstran,Outer Rim Territories,Q-5,Q,5
sw-05668,Thulia,Kurost,Mid Rim,Q-12,Q,12
sw-05669,Thull's Shroud,Senex,Mid Rim,L-17,L,17
sw-05670,Thull's Vault,Juvex,Mid Rim,K-18,K,18
sw-05671,Thumbsnapper's Bridge,Phelleem,Outer Rim Territories,S-7,S,7
sw-05672,Thuna,,Wild Space,I-6,I,6
sw-05673,Thune,Wazta,Outer Rim Territories,I-18,I,18
sw-05674,Thurhanna Minor,Tynquay,Outer Rim Territories,R-4,R,4
sw-05675,Thustra,Sumitra,Expansion Region,O-7,O,7
sw-05676,Thyferra,Jaso,Inner Rim,L-14,L,14
sw-05677,Thyron,,Colonies,M-9,M,9
sw-05678,Thyrsus,,Inner Rim,M-8,M,8
sw-05679,Tibrin,Hadar,Mid Rim,L-18,L,18
sw-05680,Tibro,Baronos,Colonies,N-9,N,9
sw-05681,Tiems,Belderone,Outer Rim Territories,R-6,R,6
sw-05682,Tieos,Abrion,Outer Rim Territories,S-15,S,15
sw-05683,Tierell,Thesme,Outer Rim Territories,O-6,O,6
sw-05684,Tierfon,Sumitra,Expansion Region,O-7,O,7
sw-05685,Tiferep Major,D'Aelgoth,Mid Rim,L-17,L,17
sw-05686,Tifnyl,Elrood,Outer Rim Territories,M-19,M,19
sw-05687,Tiikae,Koradin,Outer Rim Territories,J-18,J,18
sw-05688,Tiisheraan,,Core Worlds,L-13,L,13
sw-05689,Tikath,Noonian,Outer Rim Territories,M-6,M,6
sw-05690,Till Chorios,Meridian,Outer Rim Territories,R-6,R,6
sw-05691,Tillo,Tapani,Colonies,L-13,L,13
sw-05692,Tilth,,Colonies,M-12,M,12
sw-05693,Tilurus,Kessel,Outer Rim Territories,T-10,T,10
sw-05694,Timbra Ott,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-05695,Timja,Suolriep,Outer Rim Territories,S-8,S,8
sw-05696,Timora,Bakura,Outer Rim Territories,G-16,G,16
sw-05697,Tinallis,Juvex,Mid Rim,L-18,L,18
sw-05698,Tinnel,Quanta,Core Worlds,M-12,M,12
sw-05699,Tinoon,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-05700,Tinta,Hapes Cluster,Inner Rim,O-9,O,9
sw-05701,Tintel,Belasco,Expansion Region,P-11,P,11
sw-05702,Tinuvia,Tragan Cluster,Outer Rim Territories,N-5,N,5
sw-05703,Tion,Tion Hegemony,Outer Rim Territories,S-5,S,5
sw-05704,Tirac Munda,Hevvrol,Mid Rim,P-15,P,15
sw-05705,Tiragga,Mieru'kar,Outer Rim Territories,N-3,N,3
sw-05706,Tirahnn,Zeemacht Cluster,Inner Rim,N-8,N,8
sw-05707,Tirn,Esstran,Outer Rim Territories,Q-5,Q,5
sw-05708,Tirsa,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-05709,Tisheraan,,Inner Rim,N-8,N,8
sw-05710,Tisht,,Hutt Space,T-11,T,11
sw-05711,Tiss'sharl,Xappyh,Outer Rim Territories,R-4,R,4
sw-05712,Tizon,Farlax,Core Worlds,K-10,K,10
sw-05713,Tlactehon,Kailion,Expansion Region,O-13,O,13
sw-05714,Tlönia,Demetras,Outer Rim Territories,P-7,P,7
sw-05715,To'hok Neige,Kriz,Outer Rim Territories,J-18,J,18
sw-05716,Tocan,Sumitra,Expansion Region,N-7,N,7
sw-05717,Tocco,Tapani,Colonies,L-13,L,13
sw-05718,Tocoya,Ktilac Regions,Inner Rim,N-9,N,9
sw-05719,Todirium,Demetras,Outer Rim Territories,P-7,P,7
sw-05720,Todola,Albarrio,Outer Rim Territories,K-5,K,5
sw-05721,Todouhar,Seswenna,Outer Rim Territories,M-18,M,18
sw-05722,Togominda,Javin (Yarith),Outer Rim Territories,K-18,K,18
sw-05723,Togoria,Taldot,Mid Rim,P-9,P,9
